Num_Acc,inverse_data,week_day,state,severity,weather,location,hrmn,lum,vehicle_type,vehicle_model,engine_size,driver_sex,driver_age,car_age,casualty_severity,casualty_age,casualty_sex,social_class,casualty_type,pedestrian_or_passenger,cause
AID0790,04-09-2023,S,TN,Minor,Rain,Loc146,1106,Daylight,Motorcycle,Model14,1311,M,50,20,Fatal,50,F,Middle,Pedestrian,Passenger,Impacting Vehicle/Object
AID0791,20-07-2022,M,GA,Minor,Clear,Loc184,2008,Night,Motorcycle,Model8,1816,F,66,2,Slight,2,M,Middle,Pedestrian,Pedestrian,Impacting Vehicle/Object
AID0792,08-05-2023,S,OD,Severe,Snow,Loc70,654,Night,Car,Model21,1791,M,27,19,Fatal,56,M,Middle,Motorcyclist,Passenger,Impacting Vehicle/Object
AID0793,21-01-2022,F,AS,Severe,Snow,Loc189,1835,Night,Car,Model19,2689,M,58,8,Serious,10,M,Working,Car Passenger,Pedestrian,Impacting Vehicle/Object
AID0794,28-11-2023,S,NL,Minor,Storm,Loc70,1954,Night,Bus,Model15,2126,M,58,0,Serious,8,F,Working,Cyclist,Pedestrian,Impacting Vehicle/Object
AID0795,18-08-2022,T,SK,Moderate,Rain,Loc35,455,Twilight,Motorcycle,Model1,876,F,65,16,Slight,8,M,Middle,Cyclist,Pedestrian,Impacting Vehicle/Object
AID0796,24-11-2023,T,SK,Minor,Fog,Loc7,836,Twilight,Car,Model38,2832,M,34,7,Fatal,12,F,Upper,Motorcyclist,Passenger,Impacting Vehicle/Object
AID0797,26-03-2023,M,UP,Moderate,Storm,Loc52,2052,Night,Car,Model14,2812,F,61,3,Serious,20,F,Upper,Motorcyclist,Pedestrian,Impacting Vehicle/Object
AID0798,09-12-2023,F,DL,Moderate,Clear,Loc69,1753,Daylight,Truck,Model23,1795,F,58,7,Slight,64,F,Upper,Car Passenger,Pedestrian,Impacting Vehicle/Object
AID0799,16-07-2022,W,UK,Severe,Snow,Loc18,324,Daylight,Truck,Model16,2724,F,25,13,Fatal,62,F,Upper,Motorcyclist,Passenger,Impacting Vehicle/Object
AID0800,08-09-2022,F,CG,Moderate,Snow,Loc117,2121,Daylight,Truck,Model27,2249,F,68,19,Slight,51,F,Working,Motorcyclist,Pedestrian,Impacting Vehicle/Object
AID0801,30-09-2023,M,TR,Severe,Fog,Loc95,2042,Daylight,Truck,Model26,1947,M,27,8,Serious,75,F,Upper,Car Passenger,Pedestrian,Impacting Vehicle/Object
AID0802,09-08-2022,S,WB,Moderate,Storm,Loc154,1020,Twilight,Bus,Model48,2371,F,56,18,Serious,50,M,Upper,Pedestrian,Pedestrian,Impacting Vehicle/Object
AID0803,15-10-2023,S,RJ,Minor,Clear,Loc134,1825,Twilight,Truck,Model50,1958,F,25,7,Serious,52,M,Middle,Cyclist,Pedestrian,Impacting Vehicle/Object
AID0804,17-03-2022,F,MP,Moderate,Rain,Loc175,1744,Daylight,Motorcycle,Model47,2902,F,66,19,Slight,17,M,Middle,Cyclist,Passenger,Impacting Vehicle/Object
AID0805,17-11-2023,T,MH,Moderate,Fog,Loc56,608,Night,Bus,Model21,2339,F,64,7,Serious,15,F,Working,Motorcyclist,Pedestrian,Impacting Vehicle/Object
AID0806,19-04-2023,S,GJ,Moderate,Storm,Loc81,918,Twilight,Car,Model14,2438,F,53,6,Fatal,72,M,Middle,Pedestrian,Passenger,Impacting Vehicle/Object
AID0807,29-09-2023,T,MP,Moderate,Storm,Loc97,815,Night,Truck,Model27,2452,M,61,10,Fatal,60,M,Upper,Pedestrian,Passenger,Impacting Vehicle/Object
AID0808,23-01-2023,F,OD,Severe,Rain,Loc107,2245,Daylight,Bus,Model50,1150,F,40,7,Slight,41,M,Upper,Motorcyclist,Pedestrian,Impacting Vehicle/Object
AID0809,15-08-2023,F,JH,Severe,Fog,Loc192,2119,Daylight,Motorcycle,Model22,1466,F,53,5,Slight,58,F,Working,Pedestrian,Pedestrian,Impacting Vehicle/Object
AID0810,16-10-2022,T,PB,Severe,Rain,Loc107,7,Twilight,Motorcycle,Model29,2477,M,65,0,Fatal,19,F,Upper,Car Passenger,Pedestrian,Impacting Vehicle/Object
AID0811,31-03-2023,T,CG,Minor,Rain,Loc167,400,Daylight,Car,Model20,1321,F,58,4,Serious,3,F,Middle,Car Passenger,Passenger,Impacting Vehicle/Object
AID0812,24-12-2022,F,JH,Severe,Snow,Loc184,1726,Daylight,Truck,Model38,2532,F,27,13,Fatal,6,F,Working,Cyclist,Pedestrian,Impacting Vehicle/Object
AID0813,10-01-2022,T,GJ,Minor,Rain,Loc74,1924,Daylight,Car,Model43,2460,F,69,20,Serious,27,M,Upper,Cyclist,Pedestrian,Impacting Vehicle/Object
AID0814,25-02-2022,T,HP,Severe,Rain,Loc173,1946,Night,Bus,Model38,1145,F,36,20,Serious,14,F,Upper,Pedestrian,Pedestrian,Impacting Vehicle/Object
AID0815,25-06-2022,T,MP,Severe,Rain,Loc37,2102,Daylight,Motorcycle,Model32,1888,M,18,0,Fatal,66,F,Working,Pedestrian,Pedestrian,Overspeeding
AID0816,11-02-2022,F,HR,Severe,Fog,Loc82,1028,Twilight,Motorcycle,Model23,1638,M,55,19,Slight,66,M,Middle,Motorcyclist,Passenger,Overspeeding
AID0817,14-12-2023,S,HR,Severe,Rain,Loc85,1903,Night,Motorcycle,Model21,1731,F,30,2,Slight,75,M,Working,Motorcyclist,Pedestrian,Overspeeding
AID0818,06-03-2022,S,GJ,Moderate,Storm,Loc21,313,Twilight,Truck,Model2,1893,F,23,2,Fatal,67,M,Upper,Pedestrian,Pedestrian,Overspeeding
AID0819,17-02-2022,F,WB,Minor,Fog,Loc136,54,Twilight,Motorcycle,Model19,1695,F,28,11,Slight,18,M,Working,Motorcyclist,Pedestrian,Overspeeding
AID0820,07-11-2022,F,KA,Severe,Storm,Loc117,630,Night,Bus,Model18,1309,M,21,4,Fatal,56,M,Working,Cyclist,Pedestrian,Overspeeding
AID0821,11-08-2022,M,ML,Minor,Rain,Loc57,2156,Night,Bus,Model18,1726,M,44,9,Slight,29,F,Working,Car Passenger,Passenger,Overspeeding
AID0822,17-11-2022,T,MN,Moderate,Fog,Loc11,710,Twilight,Bus,Model18,1688,F,22,16,Fatal,10,M,Upper,Car Passenger,Passenger,Overspeeding
AID0823,20-05-2022,S,NL,Severe,Storm,Loc128,811,Twilight,Truck,Model37,1423,M,62,3,Fatal,28,F,Middle,Car Passenger,Pedestrian,Overspeeding
AID0824,08-03-2022,M,KA,Minor,Fog,Loc5,712,Daylight,Car,Model26,2174,M,41,4,Serious,41,M,Working,Motorcyclist,Pedestrian,Overspeeding
AID0825,09-04-2022,W,GJ,Minor,Rain,Loc94,651,Twilight,Motorcycle,Model17,2703,F,68,11,Serious,76,M,Working,Car Passenger,Passenger,Overspeeding
AID0826,18-03-2023,T,PB,Severe,Snow,Loc63,1842,Twilight,Bus,Model40,1070,F,64,11,Fatal,33,F,Upper,Motorcyclist,Passenger,Overspeeding
AID0827,04-03-2023,S,HP,Severe,Clear,Loc26,1055,Night,Car,Model8,1472,F,21,12,Serious,9,F,Upper,Motorcyclist,Passenger,Overspeeding
AID0828,26-02-2023,M,UK,Minor,Clear,Loc127,1231,Daylight,Motorcycle,Model10,2309,M,55,20,Slight,60,M,Upper,Cyclist,Passenger,Overspeeding
AID0829,11-09-2023,W,UK,Minor,Rain,Loc197,1159,Night,Motorcycle,Model32,2595,M,65,0,Serious,60,M,Working,Cyclist,Pedestrian,Overspeeding
AID0830,15-07-2022,W,BR,Moderate,Storm,Loc182,2105,Daylight,Truck,Model32,1775,M,54,11,Serious,1,F,Upper,Car Passenger,Passenger,Overspeeding
AID0831,18-12-2023,T,CG,Moderate,Rain,Loc27,1823,Night,Truck,Model39,2473,F,52,17,Serious,11,F,Middle,Cyclist,Pedestrian,Overspeeding
AID0832,01-05-2022,T,ML,Severe,Fog,Loc107,1024,Night,Car,Model36,1104,F,60,16,Serious,56,M,Upper,Motorcyclist,Passenger,Overspeeding
AID0833,06-04-2023,F,PB,Minor,Snow,Loc79,1345,Night,Car,Model2,2702,M,53,18,Fatal,76,F,Working,Pedestrian,Pedestrian,Overspeeding
AID0834,30-10-2023,F,UP,Severe,Snow,Loc130,502,Daylight,Bus,Model22,1110,F,26,4,Serious,2,F,Middle,Car Passenger,Passenger,Overspeeding
AID0835,08-05-2023,W,WB,Moderate,Storm,Loc22,1602,Night,Bus,Model21,2341,F,18,4,Serious,6,F,Upper,Pedestrian,Passenger,Overspeeding
AID0836,21-04-2023,S,TR,Severe,Clear,Loc104,1813,Twilight,Motorcycle,Model11,1871,F,47,8,Serious,52,F,Working,Car Passenger,Passenger,Overspeeding
AID0837,25-02-2023,W,GA,Severe,Snow,Loc129,1631,Twilight,Bus,Model46,981,M,43,15,Serious,22,F,Upper,Pedestrian,Passenger,Overspeeding
AID0838,20-04-2022,T,TR,Minor,Clear,Loc132,1115,Night,Motorcycle,Model3,2807,M,51,18,Serious,76,F,Upper,Pedestrian,Pedestrian,Overspeeding
AID0839,10-12-2022,S,GJ,Minor,Fog,Loc37,112,Twilight,Bus,Model25,1679,M,36,11,Fatal,36,F,Upper,Car Passenger,Passenger,Overspeeding
AID0840,04-07-2022,T,ML,Moderate,Rain,Loc102,1820,Twilight,Motorcycle,Model20,1608,M,53,20,Serious,11,F,Working,Car Passenger,Passenger,Overspeeding
AID0841,06-02-2023,S,KL,Moderate,Clear,Loc19,348,Twilight,Truck,Model12,1143,M,59,9,Slight,8,M,Middle,Car Passenger,Pedestrian,Overspeeding
AID0842,23-01-2022,T,MH,Minor,Fog,Loc3,2332,Twilight,Truck,Model50,2222,F,50,3,Serious,46,M,Upper,Cyclist,Pedestrian,Overspeeding
AID0843,30-03-2023,T,HR,Minor,Rain,Loc74,1229,Twilight,Car,Model39,2921,F,42,11,Fatal,27,M,Middle,Cyclist,Pedestrian,Overspeeding
AID0844,06-10-2023,S,WB,Moderate,Fog,Loc23,2349,Night,Bus,Model30,1869,M,42,17,Serious,37,F,Upper,Pedestrian,Pedestrian,Overspeeding
AID0845,16-12-2023,M,MN,Minor,Rain,Loc43,306,Daylight,Car,Model13,1379,M,44,0,Serious,27,F,Middle,Cyclist,Passenger,Overspeeding
AID0846,17-03-2023,T,CG,Moderate,Rain,Loc96,2026,Night,Truck,Model42,1437,F,32,14,Slight,31,F,Middle,Pedestrian,Pedestrian,Overspeeding
AID0847,07-09-2023,F,DL,Moderate,Rain,Loc1,2219,Twilight,Motorcycle,Model20,1850,M,49,10,Slight,57,F,Working,Pedestrian,Passenger,Overspeeding
AID0848,08-05-2023,F,CG,Moderate,Rain,Loc84,552,Daylight,Truck,Model37,1316,F,60,20,Slight,31,M,Upper,Cyclist,Passenger,Overspeeding
AID0849,27-03-2023,W,HP,Moderate,Storm,Loc13,1421,Daylight,Bus,Model5,1722,M,55,9,Fatal,65,F,Middle,Cyclist,Passenger,Overspeeding
AID0850,22-02-2023,W,GJ,Minor,Snow,Loc44,413,Night,Car,Model20,2417,M,29,13,Slight,10,M,Upper,Motorcyclist,Passenger,Overspeeding
AID0851,01-11-2022,T,PB,Severe,Storm,Loc191,1538,Daylight,Car,Model50,1354,F,54,17,Fatal,16,F,Working,Car Passenger,Passenger,Overspeeding
AID0852,03-06-2022,T,KA,Moderate,Rain,Loc147,625,Night,Motorcycle,Model5,1025,M,32,15,Serious,2,F,Middle,Pedestrian,Passenger,Overspeeding
AID0853,08-12-2023,S,OD,Severe,Clear,Loc141,423,Twilight,Motorcycle,Model27,1215,F,24,7,Fatal,64,F,Working,Motorcyclist,Passenger,Overspeeding
AID0854,08-05-2023,T,JH,Moderate,Clear,Loc145,414,Twilight,Truck,Model46,1345,F,65,12,Slight,12,F,Upper,Cyclist,Pedestrian,Overspeeding
AID0855,10-01-2023,M,DL,Minor,Fog,Loc59,1147,Night,Bus,Model41,2125,M,35,12,Serious,7,F,Working,Pedestrian,Pedestrian,Overspeeding
AID0856,01-09-2022,T,MP,Moderate,Clear,Loc93,1706,Twilight,Motorcycle,Model33,2399,F,64,16,Slight,66,F,Middle,Motorcyclist,Passenger,Overspeeding
AID0857,07-12-2022,S,KA,Minor,Fog,Loc126,1348,Daylight,Truck,Model27,2792,M,22,10,Fatal,29,F,Working,Car Passenger,Passenger,Overspeeding
AID0858,30-01-2023,F,ML,Minor,Storm,Loc57,1232,Twilight,Motorcycle,Model30,1947,M,65,6,Fatal,21,F,Upper,Car Passenger,Passenger,Overspeeding
AID0859,20-09-2023,W,HR,Severe,Clear,Loc51,1227,Twilight,Motorcycle,Model23,1702,M,39,13,Slight,39,F,Upper,Motorcyclist,Pedestrian,Overspeeding
AID0860,16-04-2023,F,AR,Moderate,Storm,Loc95,829,Night,Car,Model11,2111,F,42,17,Fatal,50,F,Working,Cyclist,Passenger,Overspeeding
AID0861,04-08-2022,F,TR,Moderate,Storm,Loc157,2355,Daylight,Motorcycle,Model10,1968,F,61,16,Slight,61,F,Working,Car Passenger,Passenger,Overspeeding
AID0862,07-01-2022,T,WB,Severe,Clear,Loc155,1537,Daylight,Bus,Model44,2764,F,21,3,Fatal,80,F,Upper,Car Passenger,Pedestrian,Overspeeding
AID0863,17-12-2023,T,NL,Moderate,Storm,Loc95,2325,Night,Motorcycle,Model16,1951,M,22,19,Serious,25,F,Working,Cyclist,Passenger,Overspeeding
AID0864,04-03-2023,T,GJ,Severe,Fog,Loc159,1812,Daylight,Motorcycle,Model35,2351,M,27,8,Fatal,75,M,Working,Pedestrian,Pedestrian,Overspeeding
AID0865,04-09-2022,T,MH,Minor,Rain,Loc151,1431,Twilight,Truck,Model3,2895,M,31,6,Fatal,14,M,Middle,Cyclist,Pedestrian,Driver Impairment
AID0866,05-06-2023,S,AS,Moderate,Rain,Loc108,1538,Daylight,Car,Model15,2366,M,61,12,Serious,53,M,Working,Motorcyclist,Passenger,Driver Impairment
AID0867,17-05-2022,M,DL,Moderate,Storm,Loc98,2056,Twilight,Truck,Model39,1288,F,29,10,Serious,78,F,Upper,Cyclist,Pedestrian,Driver Impairment
AID0868,30-08-2022,T,AP,Moderate,Storm,Loc76,1655,Daylight,Bus,Model23,1187,M,24,13,Slight,57,M,Upper,Cyclist,Passenger,Driver Impairment
AID0869,24-04-2023,T,MP,Moderate,Rain,Loc42,1504,Daylight,Bus,Model9,1297,M,27,18,Slight,17,M,Upper,Pedestrian,Passenger,Driver Impairment
AID0870,07-12-2022,W,GA,Moderate,Snow,Loc111,358,Night,Car,Model23,982,F,25,0,Serious,44,F,Middle,Cyclist,Pedestrian,Driver Impairment
AID0871,06-06-2022,S,TR,Severe,Snow,Loc176,1013,Daylight,Car,Model45,1952,M,24,5,Serious,21,M,Working,Car Passenger,Passenger,Driver Impairment
AID0872,23-06-2022,S,TR,Minor,Snow,Loc111,806,Twilight,Motorcycle,Model48,2857,F,70,4,Serious,16,F,Working,Pedestrian,Passenger,Driver Impairment
AID0873,31-05-2023,T,BR,Minor,Rain,Loc188,1541,Twilight,Car,Model2,2311,F,24,10,Fatal,25,M,Working,Motorcyclist,Passenger,Driver Impairment
AID0874,18-01-2023,F,UP,Moderate,Storm,Loc105,740,Daylight,Truck,Model31,1035,M,53,20,Fatal,75,F,Upper,Pedestrian,Pedestrian,Driver Impairment
AID0875,06-04-2022,S,UP,Minor,Clear,Loc161,2208,Twilight,Motorcycle,Model10,2996,M,20,3,Fatal,13,M,Working,Motorcyclist,Pedestrian,Driver Impairment
AID0876,23-09-2022,S,TR,Severe,Clear,Loc100,1433,Daylight,Car,Model26,890,M,41,0,Serious,76,M,Middle,Pedestrian,Pedestrian,Driver Impairment
AID0877,24-10-2022,S,CG,Severe,Storm,Loc42,133,Night,Motorcycle,Model35,2174,F,50,4,Slight,46,M,Middle,Pedestrian,Passenger,Driver Impairment
AID0878,13-09-2022,M,MP,Severe,Fog,Loc199,2134,Twilight,Truck,Model46,1114,M,64,9,Serious,36,M,Upper,Pedestrian,Passenger,Driver Impairment
AID0879,16-07-2022,S,GJ,Severe,Fog,Loc59,1910,Twilight,Truck,Model5,1174,M,52,18,Serious,65,M,Middle,Motorcyclist,Pedestrian,Driver Impairment
AID0880,20-08-2022,T,SK,Moderate,Storm,Loc128,2107,Daylight,Car,Model2,1619,F,51,5,Serious,52,M,Upper,Motorcyclist,Pedestrian,Driver Impairment
AID0881,06-04-2023,M,TN,Minor,Rain,Loc3,921,Night,Truck,Model18,1183,F,42,13,Slight,32,F,Middle,Motorcyclist,Pedestrian,Driver Impairment
AID0882,03-02-2023,W,BR,Moderate,Clear,Loc163,1628,Twilight,Motorcycle,Model22,2276,F,40,14,Slight,48,F,Upper,Motorcyclist,Pedestrian,Driver Impairment
AID0883,14-12-2023,T,UP,Severe,Fog,Loc40,616,Daylight,Car,Model21,1831,F,38,18,Serious,55,F,Middle,Car Passenger,Pedestrian,Driver Impairment
AID0884,27-05-2022,T,WB,Moderate,Snow,Loc41,650,Night,Bus,Model31,1331,F,42,0,Fatal,3,M,Working,Motorcyclist,Pedestrian,Driver Impairment
AID0885,03-07-2022,M,TR,Moderate,Storm,Loc60,537,Night,Bus,Model15,2127,F,50,20,Serious,3,F,Working,Car Passenger,Pedestrian,Driver Impairment
AID0886,19-12-2022,T,HR,Minor,Fog,Loc145,1210,Twilight,Bus,Model5,1342,M,37,16,Fatal,3,F,Middle,Motorcyclist,Passenger,Driver Impairment
AID0887,11-10-2022,S,DL,Moderate,Rain,Loc105,743,Twilight,Car,Model10,2668,M,29,9,Slight,37,M,Working,Motorcyclist,Pedestrian,Driver Impairment
AID0888,02-03-2023,S,GJ,Severe,Clear,Loc82,2140,Daylight,Motorcycle,Model12,2748,M,60,5,Slight,12,M,Working,Motorcyclist,Pedestrian,Driver Impairment
AID0889,10-05-2023,W,ML,Minor,Storm,Loc2,1820,Twilight,Truck,Model49,1893,M,54,9,Serious,7,M,Working,Pedestrian,Passenger,Driver Impairment
AID0890,25-02-2023,T,JH,Severe,Clear,Loc77,930,Twilight,Bus,Model24,2254,M,50,12,Fatal,53,M,Middle,Cyclist,Passenger,Driver Impairment
AID0891,07-08-2023,M,BR,Minor,Storm,Loc113,1831,Daylight,Truck,Model17,959,F,30,20,Serious,13,M,Working,Cyclist,Passenger,Driver Impairment
AID0892,30-05-2023,S,ML,Moderate,Rain,Loc153,1433,Twilight,Motorcycle,Model13,1929,M,34,5,Fatal,80,M,Working,Car Passenger,Passenger,Driver Impairment
AID0893,03-12-2022,S,WB,Moderate,Clear,Loc10,621,Night,Motorcycle,Model1,1130,F,44,17,Serious,17,F,Working,Cyclist,Pedestrian,Driver Impairment
AID0894,27-06-2022,F,PB,Minor,Fog,Loc112,1416,Daylight,Bus,Model41,2040,F,55,17,Fatal,25,F,Middle,Motorcyclist,Passenger,Driver Impairment
AID0895,28-07-2022,T,GA,Minor,Clear,Loc103,401,Night,Car,Model20,1264,F,25,15,Serious,45,M,Working,Cyclist,Passenger,Driver Impairment
AID0896,05-10-2022,W,MN,Minor,Storm,Loc124,1701,Night,Motorcycle,Model14,1239,M,27,6,Slight,2,F,Middle,Car Passenger,Passenger,Driver Impairment
AID0897,06-02-2022,F,TN,Minor,Storm,Loc7,2114,Twilight,Car,Model16,1602,F,56,19,Serious,15,F,Working,Car Passenger,Passenger,Driver Impairment
AID0898,23-10-2022,F,RJ,Minor,Storm,Loc64,2333,Night,Car,Model21,2550,M,24,8,Fatal,51,F,Upper,Pedestrian,Pedestrian,Driver Impairment
AID0899,07-12-2023,F,NL,Severe,Rain,Loc160,29,Night,Truck,Model35,1175,F,46,5,Fatal,51,M,Upper,Motorcyclist,Passenger,Driver Impairment
AID0900,23-05-2023,S,JH,Minor,Clear,Loc163,834,Daylight,Motorcycle,Model35,2941,F,57,10,Fatal,73,M,Working,Cyclist,Pedestrian,Driver Impairment
AID0901,13-08-2023,W,BR,Severe,Storm,Loc37,506,Twilight,Car,Model50,1870,F,32,2,Slight,59,M,Upper,Motorcyclist,Pedestrian,Driver Impairment
AID0902,08-02-2023,M,TR,Minor,Rain,Loc11,1104,Night,Car,Model15,1434,F,47,6,Slight,75,M,Middle,Motorcyclist,Pedestrian,Driver Impairment
AID0903,31-08-2022,T,MP,Moderate,Rain,Loc107,521,Night,Motorcycle,Model24,1859,F,36,8,Slight,37,M,Upper,Pedestrian,Passenger,Driver Impairment
AID0904,10-11-2023,T,HP,Severe,Fog,Loc175,557,Daylight,Motorcycle,Model22,2524,M,44,1,Slight,42,F,Upper,Motorcyclist,Passenger,Driver Impairment
AID0905,03-02-2022,S,SK,Moderate,Fog,Loc146,537,Daylight,Motorcycle,Model2,1724,F,54,12,Serious,21,F,Working,Car Passenger,Passenger,Driver Impairment
AID0906,04-04-2022,T,UK,Minor,Rain,Loc64,1925,Daylight,Truck,Model28,2964,F,42,16,Fatal,2,M,Upper,Pedestrian,Passenger,Driver Impairment
AID0907,12-08-2023,S,MH,Severe,Rain,Loc185,925,Twilight,Truck,Model6,1588,F,35,11,Slight,77,M,Working,Pedestrian,Passenger,Driver Impairment
AID0908,01-04-2022,T,UP,Severe,Fog,Loc128,633,Night,Bus,Model29,1224,M,19,4,Fatal,71,M,Middle,Motorcyclist,Pedestrian,Driver Impairment
AID0909,09-04-2022,T,HR,Minor,Snow,Loc144,2305,Daylight,Bus,Model35,1833,M,35,4,Fatal,39,F,Working,Cyclist,Pedestrian,Driver Impairment
AID0910,23-11-2022,T,HP,Severe,Storm,Loc159,1557,Daylight,Bus,Model3,1697,F,55,1,Serious,53,F,Upper,Pedestrian,Passenger,Driver Impairment
AID0911,08-11-2022,F,AS,Moderate,Snow,Loc200,1740,Daylight,Motorcycle,Model27,1555,F,29,8,Fatal,30,M,Middle,Car Passenger,Passenger,Driver Impairment
AID0912,02-02-2023,F,ML,Minor,Snow,Loc163,2114,Daylight,Motorcycle,Model21,1685,F,29,6,Slight,17,F,Upper,Pedestrian,Pedestrian,Driver Impairment
AID0913,16-01-2023,S,MN,Moderate,Snow,Loc122,128,Twilight,Bus,Model6,2977,F,56,5,Serious,60,M,Working,Car Passenger,Pedestrian,Driver Impairment
AID0914,30-03-2022,W,TN,Severe,Rain,Loc151,1909,Twilight,Motorcycle,Model9,2265,M,43,19,Fatal,63,F,Working,Pedestrian,Pedestrian,Driver Impairment
AID0915,19-09-2022,S,MN,Severe,Fog,Loc57,2134,Night,Car,Model27,1475,M,52,6,Slight,11,M,Middle,Pedestrian,Passenger,Driver Impairment
AID0916,04-11-2023,F,SK,Severe,Storm,Loc186,1533,Night,Bus,Model46,1209,F,69,10,Slight,72,M,Upper,Cyclist,Passenger,Driver Impairment
AID0917,20-08-2022,W,SK,Severe,Fog,Loc77,452,Night,Bus,Model9,2206,M,53,18,Fatal,56,M,Middle,Car Passenger,Pedestrian,Driver Impairment
AID0918,01-10-2023,M,ML,Moderate,Storm,Loc105,1457,Night,Car,Model16,2293,M,53,7,Fatal,79,M,Working,Car Passenger,Pedestrian,Driver Impairment
AID0919,20-12-2022,S,UK,Moderate,Fog,Loc169,1408,Daylight,Bus,Model47,1495,F,63,13,Fatal,7,F,Upper,Motorcyclist,Pedestrian,Driver Impairment
AID0920,21-09-2023,F,UK,Moderate,Fog,Loc108,1156,Twilight,Truck,Model31,940,F,37,12,Serious,14,M,Middle,Pedestrian,Pedestrian,Driver Impairment
AID0921,07-11-2023,S,ML,Severe,Storm,Loc1,148,Night,Bus,Model6,1261,F,48,10,Slight,48,F,Middle,Motorcyclist,Passenger,Driver Impairment
AID0922,08-07-2022,S,MZ,Moderate,Rain,Loc54,1832,Night,Bus,Model3,1771,F,63,19,Slight,41,F,Working,Cyclist,Pedestrian,Driver Impairment
AID0923,26-02-2022,S,TR,Severe,Fog,Loc38,1201,Night,Motorcycle,Model38,2819,M,46,17,Fatal,63,F,Upper,Cyclist,Pedestrian,Driver Impairment
AID0924,24-06-2022,W,UP,Moderate,Fog,Loc199,457,Daylight,Car,Model15,1405,F,60,11,Slight,33,M,Middle,Car Passenger,Pedestrian,Driver Impairment
AID0925,18-06-2023,T,SK,Severe,Rain,Loc60,1858,Twilight,Truck,Model36,2423,M,41,7,Slight,51,F,Middle,Motorcyclist,Pedestrian,Driver Impairment
AID0926,06-10-2023,S,UK,Severe,Storm,Loc143,1649,Daylight,Car,Model49,2662,M,27,9,Serious,33,F,Upper,Pedestrian,Passenger,Driver Impairment
AID0927,22-11-2022,M,OD,Moderate,Fog,Loc16,909,Twilight,Motorcycle,Model45,1335,M,30,15,Serious,79,M,Working,Car Passenger,Pedestrian,Driver Impairment
AID0928,17-05-2023,W,CG,Moderate,Storm,Loc87,411,Night,Motorcycle,Model5,1660,F,31,0,Serious,32,M,Upper,Motorcyclist,Passenger,Driver Impairment
AID0929,30-09-2023,F,MP,Severe,Storm,Loc183,53,Twilight,Bus,Model30,1757,M,59,20,Slight,78,M,Middle,Car Passenger,Passenger,Driver Impairment
AID0930,31-08-2022,S,GJ,Minor,Snow,Loc108,552,Night,Bus,Model30,1787,M,51,7,Fatal,17,F,Working,Pedestrian,Passenger,Driver Impairment
AID0931,20-09-2022,T,TR,Moderate,Rain,Loc116,1750,Daylight,Truck,Model37,1820,F,42,20,Fatal,30,F,Upper,Car Passenger,Passenger,Driver Impairment
AID0932,25-12-2023,M,MP,Severe,Clear,Loc59,727,Night,Car,Model32,2413,F,32,13,Fatal,61,M,Working,Motorcyclist,Passenger,Driver Impairment
AID0933,13-10-2023,M,MZ,Severe,Fog,Loc120,1938,Twilight,Motorcycle,Model21,1567,M,24,19,Slight,46,M,Working,Motorcyclist,Pedestrian,Driver Impairment
AID0934,28-09-2023,T,OD,Moderate,Snow,Loc87,1845,Night,Bus,Model40,1230,F,29,14,Serious,79,M,Upper,Car Passenger,Pedestrian,Driver Impairment
AID0935,03-09-2022,M,MP,Severe,Rain,Loc26,1010,Twilight,Car,Model8,2376,F,33,1,Serious,78,M,Middle,Cyclist,Passenger,Driver Impairment
AID0936,15-06-2022,S,JH,Severe,Fog,Loc171,1100,Daylight,Bus,Model27,806,M,64,4,Serious,80,F,Middle,Cyclist,Passenger,Driver Impairment
AID0937,05-07-2023,S,AR,Moderate,Rain,Loc54,2301,Daylight,Bus,Model46,2893,M,51,1,Slight,48,M,Upper,Car Passenger,Pedestrian,Driver Impairment
AID0938,17-08-2023,T,RJ,Moderate,Storm,Loc39,1321,Night,Truck,Model2,1579,F,19,17,Fatal,62,M,Working,Motorcyclist,Passenger,Driver Impairment
AID0939,02-10-2023,W,UP,Severe,Snow,Loc198,533,Night,Car,Model7,1033,M,54,9,Fatal,21,F,Upper,Car Passenger,Passenger,Driver Impairment
AID0940,01-11-2022,T,TR,Severe,Snow,Loc193,441,Daylight,Motorcycle,Model10,1560,F,65,5,Slight,7,M,Working,Pedestrian,Passenger,Driver Impairment
AID0941,06-03-2023,M,DL,Severe,Fog,Loc123,1502,Twilight,Bus,Model42,2813,F,33,15,Fatal,50,M,Working,Cyclist,Pedestrian,Driver Impairment
AID0942,19-05-2023,T,TN,Moderate,Fog,Loc123,421,Night,Motorcycle,Model19,2134,F,24,12,Serious,28,M,Upper,Cyclist,Passenger,Driver Impairment
AID0943,31-03-2022,M,CG,Minor,Snow,Loc105,1027,Night,Motorcycle,Model46,2073,F,34,11,Slight,64,F,Upper,Cyclist,Pedestrian,Driver Impairment
AID0944,22-04-2022,S,NL,Minor,Clear,Loc198,2227,Night,Car,Model24,2772,M,58,19,Serious,17,M,Upper,Car Passenger,Pedestrian,Driver Impairment
AID0945,18-08-2022,T,AR,Moderate,Storm,Loc80,812,Night,Bus,Model11,1017,F,65,0,Slight,18,F,Working,Car Passenger,Pedestrian,Driver Impairment
